point,throughput
2024-04-21 21:26:00,4297.5
2024-04-21 21:27:00,4239.5
2024-04-21 21:28:00,4290.0
2024-04-21 21:29:00,4202.5
2024-04-21 21:30:00,4067.0
2024-04-21 21:31:00,3921.5
2024-04-21 21:32:00,3761.0
2024-04-21 21:33:00,3778.0
2024-04-21 21:34:00,3819.0
2024-04-21 21:35:00,3795.5
2024-04-21 21:36:00,3817.0
2024-04-21 21:37:00,3903.0
2024-04-21 21:38:00,3915.5
2024-04-21 21:39:00,3811.0
2024-04-21 21:40:00,3774.0
2024-04-21 21:41:00,3800.5
2024-04-21 21:42:00,3808.5
2024-04-21 21:43:00,3946.0
2024-04-21 21:44:00,4169.5
2024-04-21 21:45:00,4156.0
2024-04-21 21:46:00,4113.5
2024-04-21 21:47:00,4176.0
2024-04-21 21:48:00,4086.5
2024-04-21 21:49:00,3987.0
2024-04-21 21:50:00,3977.5
2024-04-21 21:51:00,3960.5
2024-04-21 21:52:00,4060.0
2024-04-21 21:53:00,4298.5
2024-04-21 21:54:00,4464.0
2024-04-21 21:55:00,4672.5
2024-04-21 21:56:00,4971.5
2024-04-21 21:57:00,5503.5
2024-04-21 21:58:00,6558.5
2024-04-21 21:59:00,8207.5
2024-04-21 22:00:00,9047.0
2024-04-21 22:01:00,8857.5
2024-04-21 22:02:00,8765.0
2024-04-21 22:03:00,8391.5
2024-04-21 22:04:00,8005.0
2024-04-21 22:05:00,7557.0
2024-04-21 22:06:00,7117.0
2024-04-21 22:07:00,6738.5
2024-04-21 22:08:00,6546.0
2024-04-21 22:09:00,6370.5
2024-04-21 22:10:00,5956.0
2024-04-21 22:11:00,5814.0
2024-04-21 22:12:00,5650.0
2024-04-21 22:13:00,5371.5
2024-04-21 22:14:00,5239.0
2024-04-21 22:15:00,5113.0
2024-04-21 22:16:00,5099.0
2024-04-21 22:17:00,4940.5
2024-04-21 22:18:00,4711.5
2024-04-21 22:19:00,4738.0
2024-04-21 22:20:00,4734.5
2024-04-21 22:21:00,4859.5
2024-04-21 22:22:00,4855.0
2024-04-21 22:23:00,4672.5
2024-04-21 22:24:00,4648.5
2024-04-21 22:25:00,4673.0
2024-04-21 22:26:00,4647.0
2024-04-21 22:27:00,4443.5
2024-04-21 22:28:00,4270.5
2024-04-21 22:29:00,4293.5
2024-04-21 22:30:00,4432.5
2024-04-21 22:31:00,4490.5
2024-04-21 22:32:00,4531.0
2024-04-21 22:33:00,4615.0
2024-04-21 22:34:00,4675.5
2024-04-21 22:35:00,4759.0
2024-04-21 22:36:00,4776.5
2024-04-21 22:37:00,4818.0
2024-04-21 22:38:00,4721.5
2024-04-21 22:39:00,4431.0
2024-04-21 22:40:00,4303.0
2024-04-21 22:41:00,4255.0
2024-04-21 22:42:00,4083.5
2024-04-21 22:43:00,3971.0
2024-04-21 22:44:00,3947.0
2024-04-21 22:45:00,4133.0
2024-04-21 22:46:00,4321.5
2024-04-21 22:47:00,4288.5
2024-04-21 22:48:00,4225.0
2024-04-21 22:49:00,4222.0
2024-04-21 22:50:00,4210.5
2024-04-21 22:51:00,4086.0
2024-04-21 22:52:00,3879.5
2024-04-21 22:53:00,4016.5
2024-04-21 22:54:00,4293.0
2024-04-21 22:55:00,4280.5
2024-04-21 22:56:00,4195.5
2024-04-21 22:57:00,4192.0
2024-04-21 22:58:00,4229.0
2024-04-21 22:59:00,4238.0
2024-04-21 23:00:00,4246.5
2024-04-21 23:01:00,4255.0
2024-04-21 23:02:00,4192.5
2024-04-21 23:03:00,4111.0
2024-04-21 23:04:00,4024.5
2024-04-21 23:05:00,4010.5
2024-04-21 23:06:00,4027.0
2024-04-21 23:07:00,4152.5
2024-04-21 23:08:00,4262.0
2024-04-21 23:09:00,4063.5
2024-04-21 23:10:00,3929.5
2024-04-21 23:11:00,3921.5
2024-04-21 23:12:00,3814.0
2024-04-21 23:13:00,3699.5
2024-04-21 23:14:00,3723.0
2024-04-21 23:15:00,3771.0
2024-04-21 23:16:00,3803.5
2024-04-21 23:17:00,3744.0
2024-04-21 23:18:00,3716.5
2024-04-21 23:19:00,3745.5
2024-04-21 23:20:00,3728.5
2024-04-21 23:21:00,3701.5
2024-04-21 23:22:00,3717.0
2024-04-21 23:23:00,3832.5
2024-04-21 23:24:00,3891.0
2024-04-21 23:25:00,3793.0
2024-04-21 23:26:00,3749.0
2024-04-21 23:27:00,3866.0
2024-04-21 23:28:00,3992.5
2024-04-21 23:29:00,3960.5
2024-04-21 23:30:00,3836.5
2024-04-21 23:31:00,3779.0
2024-04-21 23:32:00,3826.0
2024-04-21 23:33:00,3930.0
2024-04-21 23:34:00,3893.5
2024-04-21 23:35:00,3827.0
2024-04-21 23:36:00,3841.5
2024-04-21 23:37:00,3811.0
2024-04-21 23:38:00,3706.5
2024-04-21 23:39:00,3732.0
2024-04-21 23:40:00,3723.0
2024-04-21 23:41:00,3702.5
2024-04-21 23:42:00,3759.5
2024-04-21 23:43:00,3769.0
2024-04-21 23:44:00,3734.0
2024-04-21 23:45:00,3570.0
2024-04-21 23:46:00,3571.0
2024-04-21 23:47:00,3541.5
2024-04-21 23:48:00,3321.0
2024-04-21 23:49:00,3206.5
2024-04-21 23:50:00,3207.5
2024-04-21 23:51:00,3234.5
2024-04-21 23:52:00,3326.0
2024-04-21 23:53:00,3399.0
2024-04-21 23:54:00,3373.0
2024-04-21 23:55:00,3326.5
2024-04-21 23:56:00,3326.5
2024-04-21 23:57:00,3395.0
2024-04-21 23:58:00,3341.5
2024-04-21 23:59:00,3177.0
2024-04-22 00:00:00,3125.0
2024-04-22 00:01:00,3230.5
2024-04-22 00:02:00,3273.5
2024-04-22 00:03:00,3230.0
2024-04-22 00:04:00,3189.0
2024-04-22 00:05:00,3048.5
2024-04-22 00:06:00,3010.5
2024-04-22 00:07:00,3121.0
2024-04-22 00:08:00,3113.0
2024-04-22 00:09:00,3063.5
2024-04-22 00:10:00,3003.5
2024-04-22 00:11:00,2950.0
2024-04-22 00:12:00,2924.0
2024-04-22 00:13:00,2985.0
2024-04-22 00:14:00,3077.5
2024-04-22 00:15:00,3023.0
2024-04-22 00:16:00,3078.0
2024-04-22 00:17:00,3217.5
2024-04-22 00:18:00,3099.0
2024-04-22 00:19:00,3057.5
2024-04-22 00:20:00,3213.0
2024-04-22 00:21:00,3319.0
2024-04-22 00:22:00,3441.0
2024-04-22 00:23:00,3610.5
2024-04-22 00:24:00,3607.5
2024-04-22 00:25:00,3401.5
2024-04-22 00:26:00,3203.5
2024-04-22 00:27:00,3106.5
2024-04-22 00:28:00,2960.5
2024-04-22 00:29:00,2790.0
2024-04-22 00:30:00,2784.0
2024-04-22 00:31:00,2884.5
2024-04-22 00:32:00,2949.0
2024-04-22 00:33:00,2971.5
2024-04-22 00:34:00,3028.0
2024-04-22 00:35:00,3050.0
2024-04-22 00:36:00,2997.5
2024-04-22 00:37:00,2860.0
2024-04-22 00:38:00,2857.0
2024-04-22 00:39:00,3009.5
2024-04-22 00:40:00,3076.5
2024-04-22 00:41:00,3024.5
2024-04-22 00:42:00,3048.5
2024-04-22 00:43:00,3093.5
2024-04-22 00:44:00,2997.0
2024-04-22 00:45:00,2900.0
2024-04-22 00:46:00,2850.0
2024-04-22 00:47:00,2890.5
2024-04-22 00:48:00,2867.5
2024-04-22 00:49:00,2821.5
2024-04-22 00:50:00,2863.5
2024-04-22 00:51:00,2898.5
2024-04-22 00:52:00,2933.5
2024-04-22 00:53:00,2911.0
2024-04-22 00:54:00,2896.0
2024-04-22 00:55:00,2879.0
2024-04-22 00:56:00,2910.5
2024-04-22 00:57:00,2917.5
2024-04-22 00:58:00,2900.0
2024-04-22 00:59:00,2885.5
2024-04-22 01:00:00,2865.0
2024-04-22 01:01:00,2873.5
2024-04-22 01:02:00,2820.5
2024-04-22 01:03:00,2693.0
2024-04-22 01:04:00,2577.5
2024-04-22 01:05:00,2653.5
2024-04-22 01:06:00,2628.0
2024-04-22 01:07:00,2441.5
2024-04-22 01:08:00,2463.5
2024-04-22 01:09:00,2509.5
2024-04-22 01:10:00,2479.5
2024-04-22 01:11:00,2488.0
2024-04-22 01:12:00,2529.5
2024-04-22 01:13:00,2581.0
2024-04-22 01:14:00,2509.5
2024-04-22 01:15:00,2441.5
2024-04-22 01:16:00,2420.0
2024-04-22 01:17:00,2348.5
2024-04-22 01:18:00,2297.0
2024-04-22 01:19:00,2334.0
2024-04-22 01:20:00,2412.5
2024-04-22 01:21:00,2420.5
2024-04-22 01:22:00,2366.5
2024-04-22 01:23:00,2304.0
2024-04-22 01:24:00,2364.0
2024-04-22 01:25:00,2439.0
2024-04-22 01:26:00,2478.5
2024-04-22 01:27:00,2458.5
2024-04-22 01:28:00,2366.0
2024-04-22 01:29:00,2335.0
2024-04-22 01:30:00,2313.5
2024-04-22 01:31:00,2366.5
2024-04-22 01:32:00,2429.5
2024-04-22 01:33:00,2418.0
2024-04-22 01:34:00,2360.0
2024-04-22 01:35:00,2299.5
2024-04-22 01:36:00,2306.5
2024-04-22 01:37:00,2346.5
2024-04-22 01:38:00,2346.5
2024-04-22 01:39:00,2330.5
2024-04-22 01:40:00,2300.0
2024-04-22 01:41:00,2336.0
2024-04-22 01:42:00,2436.0
2024-04-22 01:43:00,2467.0
2024-04-22 01:44:00,2418.0
2024-04-22 01:45:00,2380.5
2024-04-22 01:46:00,2312.5
2024-04-22 01:47:00,2273.5
2024-04-22 01:48:00,2321.0
2024-04-22 01:49:00,2284.0
2024-04-22 01:50:00,2281.0
2024-04-22 01:51:00,2320.0
2024-04-22 01:52:00,2299.5
2024-04-22 01:53:00,2223.5
2024-04-22 01:54:00,2209.5
2024-04-22 01:55:00,2279.0
2024-04-22 01:56:00,2232.5
2024-04-22 01:57:00,2228.0
2024-04-22 01:58:00,2336.0
2024-04-22 01:59:00,2280.0
2024-04-22 02:00:00,2141.5
2024-04-22 02:01:00,2065.0
2024-04-22 02:02:00,2002.0
2024-04-22 02:03:00,2022.0
2024-04-22 02:04:00,2063.0
2024-04-22 02:05:00,2022.5
2024-04-22 02:06:00,2013.0
2024-04-22 02:07:00,2037.0
2024-04-22 02:08:00,2011.0
2024-04-22 02:09:00,2041.5
2024-04-22 02:10:00,2061.5
2024-04-22 02:11:00,2032.0
2024-04-22 02:12:00,2026.5
2024-04-22 02:13:00,2021.0
2024-04-22 02:14:00,2029.5
2024-04-22 02:15:00,2002.0
2024-04-22 02:16:00,1935.5
2024-04-22 02:17:00,1872.0
2024-04-22 02:18:00,1860.5
2024-04-22 02:19:00,1895.0
2024-04-22 02:20:00,1934.0
2024-04-22 02:21:00,1996.0
2024-04-22 02:22:00,2094.5
2024-04-22 02:23:00,2130.5
2024-04-22 02:24:00,2121.0
2024-04-22 02:25:00,2078.5
2024-04-22 02:26:00,2080.0
2024-04-22 02:27:00,2110.5
2024-04-22 02:28:00,2091.0
2024-04-22 02:29:00,2087.0
2024-04-22 02:30:00,2088.5
2024-04-22 02:31:00,2076.5
2024-04-22 02:32:00,2052.0
2024-04-22 02:33:00,2067.5
2024-04-22 02:34:00,2074.0
2024-04-22 02:35:00,2068.5
2024-04-22 02:36:00,2071.0
2024-04-22 02:37:00,2081.5
2024-04-22 02:38:00,2089.0
2024-04-22 02:39:00,2105.5
2024-04-22 02:40:00,2071.0
2024-04-22 02:41:00,1992.5
2024-04-22 02:42:00,1952.5
2024-04-22 02:43:00,1940.5
2024-04-22 02:44:00,1981.5
2024-04-22 02:45:00,1986.5
2024-04-22 02:46:00,2008.5
2024-04-22 02:47:00,2015.5
2024-04-22 02:48:00,2000.5
2024-04-22 02:49:00,2019.0
2024-04-22 02:50:00,2033.0
2024-04-22 02:51:00,1994.0
2024-04-22 02:52:00,1948.0
2024-04-22 02:53:00,1954.0
2024-04-22 02:54:00,1945.5
2024-04-22 02:55:00,1936.0
2024-04-22 02:56:00,1873.0
2024-04-22 02:57:00,1810.5
2024-04-22 02:58:00,1797.5
2024-04-22 02:59:00,1807.5
2024-04-22 03:00:00,1866.5
2024-04-22 03:01:00,1878.0
2024-04-22 03:02:00,1860.0
2024-04-22 03:03:00,1885.5
2024-04-22 03:04:00,1886.0
2024-04-22 03:05:00,1894.0
2024-04-22 03:06:00,1915.5
2024-04-22 03:07:00,1900.5
2024-04-22 03:08:00,1917.5
2024-04-22 03:09:00,1926.5
2024-04-22 03:10:00,1892.5
2024-04-22 03:11:00,1845.0
2024-04-22 03:12:00,1838.0
2024-04-22 03:13:00,1873.0
2024-04-22 03:14:00,1884.0
2024-04-22 03:15:00,1869.0
2024-04-22 03:16:00,1808.5
2024-04-22 03:17:00,1753.5
2024-04-22 03:18:00,1738.0
2024-04-22 03:19:00,1726.0
2024-04-22 03:20:00,1709.0
2024-04-22 03:21:00,1700.0
2024-04-22 03:22:00,1706.5
2024-04-22 03:23:00,1732.0
2024-04-22 03:24:00,1728.5
2024-04-22 03:25:00,1767.0
2024-04-22 03:26:00,1820.0
2024-04-22 03:27:00,1806.5
2024-04-22 03:28:00,1773.5
2024-04-22 03:29:00,1769.0
2024-04-22 03:30:00,1773.5
2024-04-22 03:31:00,1774.0
2024-04-22 03:32:00,1786.0
2024-04-22 03:33:00,1790.0
2024-04-22 03:34:00,1757.0
2024-04-22 03:35:00,1699.5
2024-04-22 03:36:00,1658.0
2024-04-22 03:37:00,1647.0
2024-04-22 03:38:00,1670.0
2024-04-22 03:39:00,1670.5
2024-04-22 03:40:00,1662.5
2024-04-22 03:41:00,1671.0
2024-04-22 03:42:00,1689.5
2024-04-22 03:43:00,1699.5
2024-04-22 03:44:00,1703.0
2024-04-22 03:45:00,1738.0
2024-04-22 03:46:00,1743.5
2024-04-22 03:47:00,1749.5
2024-04-22 03:48:00,1771.0
2024-04-22 03:49:00,1758.0
2024-04-22 03:50:00,1773.5
2024-04-22 03:51:00,1771.0
2024-04-22 03:52:00,1756.0
2024-04-22 03:53:00,1752.5
2024-04-22 03:54:00,1757.0
2024-04-22 03:55:00,1799.5
2024-04-22 03:56:00,1843.5
2024-04-22 03:57:00,1883.5
2024-04-22 03:58:00,1873.0
2024-04-22 03:59:00,1883.0
2024-04-22 04:00:00,1951.5
2024-04-22 04:01:00,1935.5
2024-04-22 04:02:00,1905.0
2024-04-22 04:03:00,1950.0
2024-04-22 04:04:00,2000.0
2024-04-22 04:05:00,1978.0
2024-04-22 04:06:00,1947.0
2024-04-22 04:07:00,1921.5
2024-04-22 04:08:00,1910.0
2024-04-22 04:09:00,1971.0
2024-04-22 04:10:00,1981.0
2024-04-22 04:11:00,1913.5
2024-04-22 04:12:00,1871.5
2024-04-22 04:13:00,1861.0
2024-04-22 04:14:00,1859.0
2024-04-22 04:15:00,1851.0
2024-04-22 04:16:00,1803.0
2024-04-22 04:17:00,1788.5
2024-04-22 04:18:00,1787.0
2024-04-22 04:19:00,1789.5
2024-04-22 04:20:00,1793.0
2024-04-22 04:21:00,1772.5
2024-04-22 04:22:00,1815.0
2024-04-22 04:23:00,1811.5
2024-04-22 04:24:00,1771.0
2024-04-22 04:25:00,1820.0
2024-04-22 04:26:00,1805.0
2024-04-22 04:27:00,1728.5
2024-04-22 04:28:00,1717.5
2024-04-22 04:29:00,1765.0
2024-04-22 04:30:00,1791.5
2024-04-22 04:31:00,1764.5
2024-04-22 04:32:00,1791.0
2024-04-22 04:33:00,1815.5
2024-04-22 04:34:00,1745.0
2024-04-22 04:35:00,1684.5
2024-04-22 04:36:00,1675.0
2024-04-22 04:37:00,1656.0
2024-04-22 04:38:00,1635.5
2024-04-22 04:39:00,1645.0
2024-04-22 04:40:00,1667.0
2024-04-22 04:41:00,1650.0
2024-04-22 04:42:00,1656.0
2024-04-22 04:43:00,1701.0
2024-04-22 04:44:00,1720.0
2024-04-22 04:45:00,1710.5
2024-04-22 04:46:00,1703.0
2024-04-22 04:47:00,1693.0
2024-04-22 04:48:00,1699.5
2024-04-22 04:49:00,1721.5
2024-04-22 04:50:00,1731.0
2024-04-22 04:51:00,1707.0
2024-04-22 04:52:00,1663.5
2024-04-22 04:53:00,1666.5
2024-04-22 04:54:00,1649.5
2024-04-22 04:55:00,1637.5
2024-04-22 04:56:00,1684.0
2024-04-22 04:57:00,1702.5
2024-04-22 04:58:00,1718.0
2024-04-22 04:59:00,1757.5
2024-04-22 05:00:00,1778.0
2024-04-22 05:01:00,1776.0
2024-04-22 05:02:00,1773.0
2024-04-22 05:03:00,1781.0
2024-04-22 05:04:00,1753.5
2024-04-22 05:05:00,1740.0
2024-04-22 05:06:00,1755.5
2024-04-22 05:07:00,1805.5
2024-04-22 05:08:00,1825.0
2024-04-22 05:09:00,1790.5
2024-04-22 05:10:00,1773.5
2024-04-22 05:11:00,1759.5
2024-04-22 05:12:00,1771.0
2024-04-22 05:13:00,1833.5
2024-04-22 05:14:00,1870.0
2024-04-22 05:15:00,1804.0
2024-04-22 05:16:00,1774.5
2024-04-22 05:17:00,1801.0
2024-04-22 05:18:00,1843.0
2024-04-22 05:19:00,1843.5
2024-04-22 05:20:00,1830.5
2024-04-22 05:21:00,1822.0
2024-04-22 05:22:00,1798.0
2024-04-22 05:23:00,1785.5
2024-04-22 05:24:00,1789.0
2024-04-22 05:25:00,1816.5
2024-04-22 05:26:00,1805.0
2024-04-22 05:27:00,1772.0
2024-04-22 05:28:00,1780.0
2024-04-22 05:29:00,1771.0
2024-04-22 05:30:00,1746.5
2024-04-22 05:31:00,1740.5
2024-04-22 05:32:00,1750.5
2024-04-22 05:33:00,1808.0
2024-04-22 05:34:00,1849.5
2024-04-22 05:35:00,1861.0
2024-04-22 05:36:00,1844.0
2024-04-22 05:37:00,1824.5
2024-04-22 05:38:00,1829.5
2024-04-22 05:39:00,1885.0
2024-04-22 05:40:00,1920.0
2024-04-22 05:41:00,1852.5
2024-04-22 05:42:00,1808.5
2024-04-22 05:43:00,1822.0
2024-04-22 05:44:00,1821.5
2024-04-22 05:45:00,1805.5
2024-04-22 05:46:00,1786.5
2024-04-22 05:47:00,1834.0
2024-04-22 05:48:00,1917.0
2024-04-22 05:49:00,1944.0
2024-04-22 05:50:00,1941.5
2024-04-22 05:51:00,1967.0
2024-04-22 05:52:00,1985.0
2024-04-22 05:53:00,1968.5
2024-04-22 05:54:00,1958.0
2024-04-22 05:55:00,2002.0
2024-04-22 05:56:00,2059.5
2024-04-22 05:57:00,2030.5
2024-04-22 05:58:00,1954.0
2024-04-22 05:59:00,1952.5
2024-04-22 06:00:00,1950.0
2024-04-22 06:01:00,1944.5
2024-04-22 06:02:00,1928.5
2024-04-22 06:03:00,1909.5
2024-04-22 06:04:00,1990.5
2024-04-22 06:05:00,2069.5
2024-04-22 06:06:00,2085.0
2024-04-22 06:07:00,2057.0
2024-04-22 06:08:00,2082.0
2024-04-22 06:09:00,2112.0
2024-04-22 06:10:00,2094.5
2024-04-22 06:11:00,2073.0
2024-04-22 06:12:00,2056.0
2024-04-22 06:13:00,2014.5
2024-04-22 06:14:00,1986.5
2024-04-22 06:15:00,2009.0
2024-04-22 06:16:00,2036.5
2024-04-22 06:17:00,2091.0
2024-04-22 06:18:00,2171.5
2024-04-22 06:19:00,2128.5
2024-04-22 06:20:00,2101.5
2024-04-22 06:21:00,2225.0
2024-04-22 06:22:00,2229.0
2024-04-22 06:23:00,2180.0
2024-04-22 06:24:00,2220.0
2024-04-22 06:25:00,2308.0
2024-04-22 06:26:00,2310.5
2024-04-22 06:27:00,2336.5
2024-04-22 06:28:00,2354.0
2024-04-22 06:29:00,2324.0
2024-04-22 06:30:00,2417.5
2024-04-22 06:31:00,2429.5
2024-04-22 06:32:00,2336.0
2024-04-22 06:33:00,2281.0
2024-04-22 06:34:00,2329.5
2024-04-22 06:35:00,2363.0
2024-04-22 06:36:00,2398.5
2024-04-22 06:37:00,2342.0
2024-04-22 06:38:00,2197.0
2024-04-22 06:39:00,2185.5
2024-04-22 06:40:00,2215.5
2024-04-22 06:41:00,2214.0
2024-04-22 06:42:00,2201.0
2024-04-22 06:43:00,2213.5
2024-04-22 06:44:00,2243.0
2024-04-22 06:45:00,2236.5
2024-04-22 06:46:00,2212.0
2024-04-22 06:47:00,2234.5
2024-04-22 06:48:00,2308.0
2024-04-22 06:49:00,2324.5
2024-04-22 06:50:00,2325.5
2024-04-22 06:51:00,2341.0
2024-04-22 06:52:00,2286.5
2024-04-22 06:53:00,2300.0
2024-04-22 06:54:00,2294.5
2024-04-22 06:55:00,2297.5
2024-04-22 06:56:00,2276.5
2024-04-22 06:57:00,2215.0
2024-04-22 06:58:00,2263.5
2024-04-22 06:59:00,2238.0
2024-04-22 07:00:00,2233.0
2024-04-22 07:01:00,2357.5
2024-04-22 07:02:00,2423.0
2024-04-22 07:03:00,2381.0
2024-04-22 07:04:00,2379.5
2024-04-22 07:05:00,2323.0
2024-04-22 07:06:00,2279.0
2024-04-22 07:07:00,2344.0
2024-04-22 07:08:00,2340.0
2024-04-22 07:09:00,2273.0
2024-04-22 07:10:00,2195.5
2024-04-22 07:11:00,2259.0
2024-04-22 07:12:00,2416.0
2024-04-22 07:13:00,2486.0
2024-04-22 07:14:00,2493.0
2024-04-22 07:15:00,2439.0
2024-04-22 07:16:00,2358.5
2024-04-22 07:17:00,2313.0
2024-04-22 07:18:00,2360.0
2024-04-22 07:19:00,2421.5
2024-04-22 07:20:00,2473.5
2024-04-22 07:21:00,2481.5
2024-04-22 07:22:00,2407.5
2024-04-22 07:23:00,2453.0
2024-04-22 07:24:00,2451.0
2024-04-22 07:25:00,2386.0
2024-04-22 07:26:00,2424.0
2024-04-22 07:27:00,2495.5
2024-04-22 07:28:00,2535.0
2024-04-22 07:29:00,2577.0
2024-04-22 07:30:00,2691.5
2024-04-22 07:31:00,2786.0
2024-04-22 07:32:00,2789.0
2024-04-22 07:33:00,2872.5
2024-04-22 07:34:00,3048.0
2024-04-22 07:35:00,3135.0
2024-04-22 07:36:00,3057.5
2024-04-22 07:37:00,3074.0
2024-04-22 07:38:00,3256.0
2024-04-22 07:39:00,3228.5
2024-04-22 07:40:00,3122.0
2024-04-22 07:41:00,3185.5
2024-04-22 07:42:00,3118.5
2024-04-22 07:43:00,3010.5
2024-04-22 07:44:00,3198.5
2024-04-22 07:45:00,3336.0
2024-04-22 07:46:00,3215.0
2024-04-22 07:47:00,3169.5
2024-04-22 07:48:00,3137.5
2024-04-22 07:49:00,3092.0
2024-04-22 07:50:00,3076.5
2024-04-22 07:51:00,3004.5
2024-04-22 07:52:00,2902.5
2024-04-22 07:53:00,2879.5
2024-04-22 07:54:00,3040.0
2024-04-22 07:55:00,3156.5
2024-04-22 07:56:00,3127.0
2024-04-22 07:57:00,3018.0
2024-04-22 07:58:00,2909.5
2024-04-22 07:59:00,2842.5
2024-04-22 08:00:00,2867.5
2024-04-22 08:01:00,2990.0
2024-04-22 08:02:00,2956.0
2024-04-22 08:03:00,2940.0
2024-04-22 08:04:00,2938.0
2024-04-22 08:05:00,2818.0
2024-04-22 08:06:00,2860.5
2024-04-22 08:07:00,2912.5
2024-04-22 08:08:00,2895.0
2024-04-22 08:09:00,2921.5
2024-04-22 08:10:00,2968.5
2024-04-22 08:11:00,3062.0
2024-04-22 08:12:00,3165.5
2024-04-22 08:13:00,3069.5
2024-04-22 08:14:00,3059.0
2024-04-22 08:15:00,3111.5
2024-04-22 08:16:00,2970.0
2024-04-22 08:17:00,2919.0
2024-04-22 08:18:00,2924.0
2024-04-22 08:19:00,2864.0
2024-04-22 08:20:00,2949.5
2024-04-22 08:21:00,3111.0
2024-04-22 08:22:00,3162.0
2024-04-22 08:23:00,3178.5
2024-04-22 08:24:00,3222.0
2024-04-22 08:25:00,3388.0
2024-04-22 08:26:00,3398.5
2024-04-22 08:27:00,3258.0
2024-04-22 08:28:00,3290.0
2024-04-22 08:29:00,3259.0
2024-04-22 08:30:00,3156.5
2024-04-22 08:31:00,3156.5
2024-04-22 08:32:00,3186.0
2024-04-22 08:33:00,3215.5
2024-04-22 08:34:00,3206.5
2024-04-22 08:35:00,3270.0
2024-04-22 08:36:00,3513.0
2024-04-22 08:37:00,3653.5
2024-04-22 08:38:00,3725.5
2024-04-22 08:39:00,3694.5
2024-04-22 08:40:00,3577.5
2024-04-22 08:41:00,3866.5
2024-04-22 08:42:00,4015.5
2024-04-22 08:43:00,3777.5
2024-04-22 08:44:00,3659.0
2024-04-22 08:45:00,3615.0
2024-04-22 08:46:00,3559.0
2024-04-22 08:47:00,3542.0
2024-04-22 08:48:00,3623.5
2024-04-22 08:49:00,3696.0
2024-04-22 08:50:00,3652.0
2024-04-22 08:51:00,3679.0
2024-04-22 08:52:00,3771.0
2024-04-22 08:53:00,3755.0
2024-04-22 08:54:00,3825.5
2024-04-22 08:55:00,3811.5
2024-04-22 08:56:00,3779.5
2024-04-22 08:57:00,3782.5
2024-04-22 08:58:00,3715.0
2024-04-22 08:59:00,3602.0
2024-04-22 09:00:00,3535.5
2024-04-22 09:01:00,3610.0
2024-04-22 09:02:00,3651.5
2024-04-22 09:03:00,3634.0
2024-04-22 09:04:00,3578.5
2024-04-22 09:05:00,3633.5
2024-04-22 09:06:00,3656.5
2024-04-22 09:07:00,3631.5
2024-04-22 09:08:00,3733.0
2024-04-22 09:09:00,3843.5
2024-04-22 09:10:00,3749.0
2024-04-22 09:11:00,3620.0
2024-04-22 09:12:00,3510.5
2024-04-22 09:13:00,3400.5
2024-04-22 09:14:00,3492.0
2024-04-22 09:15:00,3602.0
2024-04-22 09:16:00,3608.0
2024-04-22 09:17:00,3687.0
2024-04-22 09:18:00,3768.0
2024-04-22 09:19:00,3727.0
2024-04-22 09:20:00,3724.0
2024-04-22 09:21:00,3888.0
2024-04-22 09:22:00,4123.0
2024-04-22 09:23:00,4189.5
2024-04-22 09:24:00,4254.5
2024-04-22 09:25:00,4305.5
2024-04-22 09:26:00,4359.5
2024-04-22 09:27:00,4411.5
2024-04-22 09:28:00,4525.0
2024-04-22 09:29:00,4688.0
2024-04-22 09:30:00,4772.5
2024-04-22 09:31:00,4772.0
2024-04-22 09:32:00,4788.5
2024-04-22 09:33:00,4934.0
2024-04-22 09:34:00,5007.0
2024-04-22 09:35:00,5163.5
2024-04-22 09:36:00,5232.0
2024-04-22 09:37:00,5228.0
2024-04-22 09:38:00,5302.5
2024-04-22 09:39:00,5495.0
2024-04-22 09:40:00,5669.0
2024-04-22 09:41:00,5809.0
2024-04-22 09:42:00,6003.5
2024-04-22 09:43:00,5945.0
2024-04-22 09:44:00,5939.5
2024-04-22 09:45:00,6169.5
2024-04-22 09:46:00,6521.5
2024-04-22 09:47:00,6776.5
2024-04-22 09:48:00,6625.0
2024-04-22 09:49:00,6438.0
2024-04-22 09:50:00,6465.0
2024-04-22 09:51:00,6325.5
2024-04-22 09:52:00,5975.5
2024-04-22 09:53:00,5885.0
2024-04-22 09:54:00,6129.5
2024-04-22 09:55:00,6173.0
2024-04-22 09:56:00,5931.0
2024-04-22 09:57:00,5843.0
2024-04-22 09:58:00,5778.0
2024-04-22 09:59:00,5552.0
2024-04-22 10:00:00,5512.5
2024-04-22 10:01:00,5565.0
2024-04-22 10:02:00,5550.0
2024-04-22 10:03:00,5538.0
2024-04-22 10:04:00,5341.5
2024-04-22 10:05:00,5147.0
2024-04-22 10:06:00,5064.5
2024-04-22 10:07:00,4828.5
2024-04-22 10:08:00,4690.5
2024-04-22 10:09:00,4604.0
2024-04-22 10:10:00,4454.5
2024-04-22 10:11:00,2216.0
2024-04-22 10:12:00,4157.5
2024-04-22 10:13:00,3977.0
2024-04-22 10:14:00,4166.5
2024-04-22 10:15:00,4302.5
2024-04-22 10:16:00,4350.5
2024-04-22 10:17:00,4463.0
2024-04-22 10:18:00,4520.0
2024-04-22 10:19:00,4800.0
2024-04-22 10:20:00,5098.5
2024-04-22 10:21:00,4958.0
2024-04-22 10:22:00,5014.0
